Fraud_Probability,ML_Risk,Anomaly_Risk,Final_Risk_Score
0.00026684933,0.026684932,14.24265234261032,2.8698784140781086
3.1938624e-05,0.0031938623,17.891165870429102,3.5807882638557054
7.5779644e-05,0.0075779646,11.70273835101647,2.3466100418595928
0.00785071,0.785071,5.33971748952555,1.696000322112416
2.4406749e-05,0.002440675,25.72732713876797,5.147417967766602
2.532661e-05,0.002532661,15.970790806306157,3.196184290076719
4.9044604e-05,0.00490446,20.288709023473533,4.061665373103643
8.7050495e-05,0.00870505,21.748489604304986,4.356661960849813
0.008231795,0.82317954,7.866366577130226,2.231816961761647
0.0001701157,0.01701157,14.61346830405624,2.9363029164752987
0.00011466265,0.011466266,21.306009220702347,4.270374856479048
0.00019016003,0.019016003,14.361343684110139,2.887481539969761
0.006588445,0.65884453,24.987798177304192,5.524635283768639
6.189855e-05,0.006189855,6.415276068851355,1.2880070978090175
1.91477e-05,0.0019147699,4.933511453512855,0.988234106673819
0.00023927336,0.023927337,34.581145564363574,6.935370982492204
0.0001464662,0.0146466205,11.417242972079286,2.2951658906213184
3.9723505e-05,0.0039723506,11.906156827576535,2.38440924605766
0.0003580502,0.03580502,7.162054987372134,1.4610550134869762
0.0010070638,0.100706376,5.583267534852205,1.1972186093688366
4.511239e-05,0.004511239,7.247962025909713,1.4532013963410688
0.00017601474,0.017601475,22.337008571913888,4.48148289447845
0.0001788246,0.01788246,9.44620646146154,1.9035472610612025
0.00019931556,0.019931557,18.269321798381814,3.6698096061195153
9.49378e-05,0.00949378,32.48615620686902,6.504826265911099
0.00013345004,0.013345004,8.535758503159595,1.7178277036931542
4.491998e-05,0.004491998,14.851561308894834,2.9739058600385797
7.127573e-05,0.0071275732,10.909946816531775,2.1876914220910186
9.5223404e-05,0.00952234,9.853707326862468,1.9783593375808506
0.00010977697,0.010977697,6.40246236243101,1.289274630160634
1.951814e-05,0.001951814,10.676052528361234,2.1367719569098957
9.086062e-06,0.0009086062,13.106198638053193,2.62196661259831
2.8236202e-05,0.00282362,10.767628205339028,2.1557845371970115
7.762e-05,0.0077620004,11.30119043326446,2.26644768690406
3.865808e-05,0.003865808,6.585530506441849,1.320198747654355
4.186444e-06,0.0004186444,4.162342789432589,0.8328034734169201
0.00018149751,0.01814975,12.096575926340837,2.433834985700194
5.3675027e-05,0.0053675026,23.6554459885061,4.735383199664209
4.322644e-05,0.004322644,3.8433657946657043,0.7721312739725342
